	STAS	SWHAS104	22_MC_Drinkingwater_source_90.100	23_MC_Drinkingwater_tap_90.100	49_Drinkingwater_influent_winter_90.100	50_Drinkingwater_effluent_winter_90.100	51_Drinkingwater_influent_summer_90.100	52_Drinkingwater_influent_summer_90.100	53_Drinkingwater_effluent_summer_90.100	30_ST_effluent_summer_90.100	31_ST_effluent_winter_90.100	32_ST_influent_summer_90.100	33_ST_influent_winter_90.100	13_ST_ADS_90.100	14_SWT_ADS_90.100	1_ST_AS_0707_90.100	2_ST_AS_0801_90.100	37_ST_AS_foaming_90.100	38_ST_AS_foaming_control_90.100	4_ST_AS_0901_90.100	54_Stanley_AS_90.100	55_Stanley_AS_90.100	56_ST_ADS_March_90.100	57_SWH_ADS_March_90.100	58_SWH_ADS_March_90.100	5_ST_AS_0907_90.100	6_ST_AS_1001_90.100	7_ST_AS_1007_90.100	8_ST_AS_1101_90.100	24_Sediment_fishpond_LWT_90.100	25_Sediment_fishpond_ST_90.100	26_Sediment_fishpond_YTT_90.100	ARG_72_90.100	ARG_73_90.10	ARG_74_90.100	ARG_75_90.100	ARG_76_90.100	ARG_77_90.100	ARG_78_90.100	ARG_79_90.100	ARG_80_90.100	ARG_81_90.100	ARG_82_90.100	ARG_83_90.100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
beta-lactam__SHV-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SIM-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SMB-1	0	0	0	0	0	0	9.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SME-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SME-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SME-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SME-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SME-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SRT-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__SRT-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189246
beta-lactam__TEM-1	0	0	0	0.000169632	0	0	0	0	0	0	0	0.000589321	0.00231553	0	0	0	0.0001965	0	0	0.00014279	0	0	0	0	0	0	0	0	0	0	0	0	0.00035514	0.001431914	0.000920363	3.72E-05	0	4.01E-05	0.000372523	0	0.000319426	0.000415812	0.07754276	0.086886923	0	0	0
beta-lactam__TEM-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383517	0.001081524	0	0	0
beta-lactam__TEM-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-05	0	0	0	0	0	0	0	0	0.000223718	0.000108152	0	0	0
beta-lactam__TEM-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21E-05	0	0.000543315	0.000486686	0	0	0
beta-lactam__TEM-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-117	0	0	0	0	0	0	0	0	6.24E-05	8.55E-05	0	0.000979735	0.001783747	0	0	0	6.58E-05	0	0	4.34E-05	0	0	0	0	3.20E-05	0	0	0	0	0	0	0	0.000358494	0.001857674	0.000433246	3.67E-05	0	3.96E-05	0.000285585	2.89E-05	0.000108503	0.000536052	0.079961231	0.085853403	0	0	0
beta-lactam__TEM-118	0	0	0	0	0	0	0	0	0	0	0	0	0.000578636	0	0	0	2.13E-05	0	0	6.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.91E-05	0.000354481	0.000114989	0	4.38E-05	0	9.26E-05	0	3.52E-05	3.73E-05	0.015864516	0.016887932	0	0	0
beta-lactam__TEM-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127839	0.000108152	0	0	0
beta-lactam__TEM-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41E-05	0.000108532	0	0	0
beta-lactam__TEM-124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66E-05	0	0	0	0	0	0	0	0	0	0.000128287	5.43E-05	0	0	0
beta-lactam__TEM-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	5.41E-05	0	0	0
beta-lactam__TEM-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0	0	0	0
beta-lactam__TEM-128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0	0	0	0
beta-lactam__TEM-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	5.41E-05	0	0	0
beta-lactam__TEM-131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0.000108152	0	0	0
beta-lactam__TEM-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47E-05	0	0	0	0	0	0	0	3.40E-05	0.000958792	0.000973371	0	0	0
beta-lactam__TEM-139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	5.41E-05	0	0	0
beta-lactam__TEM-147	0	0	0	0	0	0	0	0	0	0	0	0	0.000105611	0	0	0	0	0	0	0	2.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159799	0.000108152	0	0	0
beta-lactam__TEM-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127839	5.41E-05	0	0	0
beta-lactam__TEM-149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0	0	0	0
beta-lactam__TEM-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0	0	0	0
beta-lactam__TEM-157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95E-05	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40E-05	0.000127839	0	0	0	0
beta-lactam__TEM-158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-05	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	5.41E-05	0	0	0
beta-lactam__TEM-168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127839	0	0	0	0
beta-lactam__TEM-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	5.41E-05	0	0	0
beta-lactam__TEM-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-177	0	0	0	0	0	0	0	0	0	0	0	0.000217529	0.000739278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0.000194097	0.000139917	0	0	0	8.45E-05	0	3.21E-05	0.000136021	0.009364201	0.011518228	0	0	0
beta-lactam__TEM-178	0	0	0	7.48E-05	0	0	0	0	0	3.81E-05	0	0.000109146	0.000741872	0	0	0	5.86E-05	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-05	0.000227241	0.000245713	0	0	0	0.000113121	0	6.45E-05	0.000102374	0.017639528	0.018721746	0	0	0
beta-lactam__TEM-182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-05	0	0	0	0	0	0	0	0	0.000127839	0.000216305	0	0	0
beta-lactam__TEM-184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159799	0.000108152	0	0	0
beta-lactam__TEM-185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-187	0	0	0	0	0	0	0	0	0	0	0	0	0.000105982	0	0	0	0	0	0	0	0	0	3.26E-05	0	0	0	0	0	0	0	0	0	0	0.000129852	0.000105306	0	0	0	2.83E-05	0	3.22E-05	0.000102374	0.013309826	0.013837812	0	0	0
beta-lactam__TEM-188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-05	3.50E-05	0	0	0	0	0	0	0	0.002556778	0.002433429	0	0	0
beta-lactam__TEM-189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127839	0.000162229	0	0	0
beta-lactam__TEM-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	5.41E-05	0	0	0
beta-lactam__TEM-195	0	0	0	0	0	0	0	0	0	0	0	0	0.000211222	0	0	0	1.95E-05	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.31E-05	3.23E-05	0	0	0	0	2.82E-05	0	0	0	0.003100094	0.00270381	0	0	0
beta-lactam__TEM-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	0.000108152	0	0	0
beta-lactam__TEM-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.84E-05	0	0	3.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0	0	0	0	0	0	0	0	0	0.000894872	0.001081524	0	0	0
beta-lactam__TEM-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-209	0	0	0	0	0	0	0	0	0	0	0	0	0.000105611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0.000161747	7.00E-05	0	0	0	8.45E-05	0	3.21E-05	0	0.006423906	0.006002457	0	0	0
beta-lactam__TEM-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127839	5.41E-05	0	0	0
beta-lactam__TEM-211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59E-05	5.41E-05	0	0	0
beta-lactam__TEM-213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0.000108152	0	0	0
beta-lactam__TEM-216	0	0	0	0	0	0	0	0	0	0	0	0	0.000105611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	3.23E-05	0	0	0	0	0	0	6.42E-05	3.40E-05	0.001470148	0.001460057	0	0	0
beta-lactam__TEM-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-29	0	0	0	0	0	0	0	0	0	0	0	0	0.000105611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70E-05	0	0	0	0	0	0	0	0	0.002269141	0.002595657	0	0	0
beta-lactam__TEM-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41E-05	0	0	0
beta-lactam__TEM-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39E-05	0	0	0	0
beta-lactam__TEM-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__TEM-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	0	0	0
beta-lactam__TEM-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
